[smileys_emotion]
😀;aodann le gàire;aodann|aodann le gàire|fiamh-ghàire|gàire
	🫷🏻;làmh a’ putadh dhan taobh chlì: tòna soilleir a’ chraicinn;5 àrd|còig àrd|diùlt|fuirich|làmh a’ putadh dhan taobh chlì|làmh a’ putadh dhan taobh chlì: tòna soilleir a’ chraicinn|mol|put|ris an taobh chlì|stad|tòna soilleir a’ chraicinn
	🫷🏼;làmh a’ putadh dhan taobh chlì: tòna meadhanach soilleir a’ chraicinn;5 àrd|còig àrd|diùlt|fuirich|làmh a’ putadh dhan taobh chlì|làmh a’ putadh dhan taobh chlì: tòna meadhanach soilleir a’ chraicinn|mol|put|ris an taobh chlì|stad|tòna meadhanach soilleir a’ chraicinn
	🫷🏽;làmh a’ putadh dhan taobh chlì: tòna meadhanach a’ chraicinn;5 àrd|còig àrd|diùlt|fuirich|làmh a’ putadh dhan taobh chlì|làmh a’ putadh dhan taobh chlì: tòna meadhanach a’ chraicinn|mol|put|ris an taobh chlì|stad|tòna meadhanach a’ chraicinn
	🫷🏾;làmh a’ putadh dhan taobh chlì: tòna meadhanach doilleir a’ chraicinn;5 àrd|còig àrd|diùlt|fuirich|làmh a’ putadh dhan taobh chlì|làmh a’ putadh dhan taobh chlì: tòna meadhanach doilleir a’ chraicinn|mol|put|ris an taobh chlì|stad|tòna meadhanach doilleir a’ chraicinn
	🫷🏿;làmh a’ putadh dhan taobh chlì: tòna doilleir a’ chraicinn;5 àrd|còig àrd|diùlt|fuirich|làmh a’ putadh dhan taobh chlì|làmh a’ putadh dhan taobh chlì: tòna doilleir a’ chraicinn|mol|put|ris an taobh chlì|stad|tòna doilleir a’ chraicinn
🫸;làmh a’ putadh dhan taobh dheas;5 àrd|còig àrd|diùlt|fuirich|làmh a’ putadh dhan taobh dheas|mol|put|ris an taobh deas|stad
	🫸🏻;làmh a’ putadh dhan taobh dheas: tòna soilleir a’ chraicinn;5 àrd|còig àrd|diùlt|fuirich|làmh a’ putadh dhan taobh dheas|làmh a’ putadh dhan taobh dheas: tòna soilleir a’ chraicinn|mol|put|ris an taobh deas|stad|tòna soilleir a’ chraicinn
	🫸🏼;làmh a’ putadh dhan taobh dheas: tòna meadhanach soilleir a’ chraicinn;5 àrd|còig àrd|diùlt|fuirich|làmh a’ putadh dhan taobh dheas|làmh a’ putadh dhan taobh dheas: tòna meadhanach soilleir a’ chraicinn|mol|put|ris an taobh deas|stad|tòna meadhanach soilleir a’ chraicinn
	🫸🏽;làmh a’ putadh dhan taobh dheas: tòna meadhanach a’ chraicinn;5 àrd|còig àrd|diùlt|fuirich|làmh a’ putadh dhan taobh dheas|làmh a’ putadh dhan taobh dheas: tòna meadhanach a’ chraicinn|mol|put|ris an taobh deas|stad|tòna meadhanach a’ chraicinn
	🫸🏾;làmh a’ putadh dhan taobh dheas: tòna meadhanach doilleir a’ chraicinn;5 àrd|còig àrd|diùlt|fuirich|làmh a’ putadh dhan taobh dheas|làmh a’ putadh dhan taobh dheas: tòna meadhanach doilleir a’ chraicinn|mol|put|ris an taobh deas|stad|tòna meadhanach doilleir a’ chraicinn
	🫸🏿;làmh a’ putadh dhan taobh dheas: tòna doilleir a’ chraicinn;5 àrd|còig àrd|diùlt|fuirich|làmh a’ putadh dhan taobh dheas|làmh a’ putadh dhan taobh dheas: tòna doilleir a’ chraicinn|mol|put|ris an taobh deas|stad|tòna doilleir a’ chraicinn
👌;samhla làimhe OK;aontachadh|làmh|samhla làimhe OK
	👌🏻;samhla làimhe OK: tòna soilleir a’ chraicinn;aontachadh|làmh|samhla làimhe OK|samhla làimhe OK: tòna soilleir a’ chraicinn|tòna soilleir a’ chraicinn
	👌🏼;samhla làimhe OK: tòna meadhanach soilleir a’ chraicinn;aontachadh|làmh|samhla làimhe OK|samhla làimhe OK: tòna meadhanach soilleir a’ chraicinn|tòna meadhanach soilleir a’ chraicinn
	👌🏽;samhla làimhe OK: tòna meadhanach a’ chraicinn;aontachadh|làmh|samhla làimhe OK|samhla làimhe OK: tòna meadhanach a’ chraicinn|tòna meadhanach a’ chraicinn
	👌🏾;samhla làimhe OK: tòna meadhanach doilleir a’ chraicinn;aontachadh|làmh|samhla làimhe OK|samhla làimhe OK: tòna meadhanach doilleir a’ chraicinn|tòna meadhanach doilleir a’ chraicinn
	👌🏿;samhla làimhe OK: tòna doilleir a’ chraicinn;aontachadh|làmh|samhla làimhe OK|samhla làimhe OK: tòna doilleir a’ chraicinn|tòna doilleir a’ chraicinn
🤌;crudhagan;beumach|beur|ceist|corrag|cruadhagan|crudhagan|gluasad làimhe|meòir|meur|tearrachdail
	🤌🏻;crudhagan: tòna soilleir a’ chraicinn;beumach|beur|ceist|corrag|cruadhagan|crudhagan|crudhagan: tòna soilleir a’ chraicinn|gluasad làimhe|meòir|meur|tearrachdail|tòna soilleir a’ chraicinn
	🤌🏼;crudhagan: tòna meadhanach soilleir a’ chraicinn;beumach|beur|ceist|corrag|cruadhagan|crudhagan|crudhagan: tòna meadhanach soilleir a’ chraicinn|gluasad làimhe|meòir|meur|tearrachdail|tòna meadhanach soilleir a’ chraicinn
	🤌🏽;crudhagan: tòna meadhanach a’ chraicinn;beumach|beur|ceist|corrag|cruadhagan|crudhagan|crudhagan: tòna meadhanach a’ chraicinn|gluasad làimhe|meòir|meur|tearrachdail|tòna meadhanach a’ chraicinn
	🤌🏾;crudhagan: tòna meadhanach doilleir a’ chraicinn;beumach|beur|ceist|corrag|cruadhagan|crudhagan|crudhagan: tòna meadhanach doilleir a’ chraicinn|gluasad làimhe|meòir|meur|tearrachdail|tòna meadhanach doilleir a’ chraicinn
	🤌🏿;crudhagan: tòna doilleir a’ chraicinn;beumach|beur|ceist|corrag|cruadhagan|crudhagan|crudhagan: tòna doilleir a’ chraicinn|gluasad làimhe|meòir|meur|tearrachdail|tòna doilleir a’ chraicinn
🤏;làmh le sradag;beagan|làmh le sradag|sradag
	🤏🏻;làmh le sradag: tòna soilleir a’ chraicinn;beagan|làmh le sradag|làmh le sradag: tòna soilleir a’ chraicinn|sradag|tòna soilleir a’ chraicinn
	🤏🏼;làmh le sradag: tòna meadhanach soilleir a’ chraicinn;beagan|làmh le sradag|làmh le sradag: tòna meadhanach soilleir a’ chraicinn|sradag|tòna meadhanach soilleir a’ chraicinn
	🤏🏽;làmh le sradag: tòna meadhanach a’ chraicinn;beagan|làmh le sradag|làmh le sradag: tòna meadhanach a’ chraicinn|sradag|tòna meadhanach a’ chraicinn
	🤏🏾;làmh le sradag: tòna meadhanach doilleir a’ chraicinn;beagan|làmh le sradag|làmh le sradag: tòna meadhanach doilleir a’ chraicinn|sradag|tòna meadhanach doilleir a’ chraicinn
	🤏🏿;làmh le sradag: tòna doilleir a’ chraicinn;beagan|làmh le sradag|làmh le sradag: tòna doilleir a’ chraicinn|sradag|tòna doilleir a’ chraicinn
✌️;làmh a thug buaidh;buaidh|làmh|làmh a thug buaidh|v
	✌🏻;làmh a thug buaidh: tòna soilleir a’ chraicinn;buaidh|làmh|làmh a thug buaidh|làmh a thug buaidh: tòna soilleir a’ chraicinn|tòna soilleir a’ chraicinn|v
	✌🏼;làmh a thug buaidh: tòna meadhanach soilleir a’ chraicinn;buaidh|làmh|làmh a thug buaidh|làmh a thug buaidh: tòna meadhanach soilleir a’ chraicinn|tòna meadhanach soilleir a’ chraicinn|v
	✌🏽;làmh a thug buaidh: tòna meadhanach a’ chraicinn;buaidh|làmh|làmh a thug buaidh|làmh a thug buaidh: tòna meadhanach a’ chraicinn|tòna meadhanach a’ chraicinn|v
	✌🏾;làmh a thug buaidh: tòna meadhanach doilleir a’ chraicinn;buaidh|làmh|làmh a thug buaidh|làmh a thug buaidh: tòna meadhanach doilleir a’ chraicinn|tòna meadhanach doilleir a’ chraicinn|v
	✌🏿;làmh a thug buaidh: tòna doilleir a’ chraicinn;buaidh|làmh|làmh a thug buaidh|làmh a thug buaidh: tòna doilleir a’ chraicinn|tòna doilleir a’ chraicinn|v
🤞;beò an dòchas;beò an dòchas|corrag|dòchas|fortan|làmh|meur
	🤞🏻;beò an dòchas: tòna soilleir a’ chraicinn;beò an dòchas|beò an dòchas: tòna soilleir a’ chraicinn|corrag|dòchas|fortan|làmh|meur|tòna soilleir a’ chraicinn
	🤞🏼;beò an dòchas: tòna meadhanach soilleir a’ chraicinn;beò an dòchas|beò an dòchas: tòna meadhanach soilleir a’ chraicinn|corrag|dòchas|fortan|làmh|meur|tòna meadhanach soilleir a’ chraicinn
	🤞🏽;beò an dòchas: tòna meadhanach a’ chraicinn;beò an dòchas|beò an dòchas: tòna meadhanach a’ chraicinn|corrag|dòchas|fortan|làmh|meur|tòna meadhanach a’ chraicinn
	🤞🏾;beò an dòchas: tòna meadhanach doilleir a’ chraicinn;beò an dòchas|beò an dòchas: tòna meadhanach doilleir a’ chraicinn|corrag|dòchas|fortan|làmh|meur|tòna meadhanach doilleir a’ chraicinn
	🤞🏿;beò an dòchas: tòna doilleir a’ chraicinn;beò an dòchas|beò an dòchas: tòna doilleir a’ chraicinn|corrag|dòchas|fortan|làmh|meur|tòna doilleir a’ chraicinn
🫰;làmh le a colgag is òrdag ri chèile;airgead|cnag|cridhe|daor|gaol|làmh le a colgag is òrdag ri chèile
	🫰🏻;làmh le a colgag is òrdag ri chèile: tòna soilleir a’ chraicinn;airgead|cnag|cridhe|daor|gaol|làmh le a colgag is òrdag ri chèile|làmh le a colgag is òrdag ri chèile: tòna soilleir a’ chraicinn|tòna soilleir a’ chraicinn
	🫰🏼;làmh le a colgag is òrdag ri chèile: tòna meadhanach soilleir a’ chraicinn;airgead|cnag|cridhe|daor|gaol|làmh le a colgag is òrdag ri chèile|làmh le a colgag is òrdag ri chèile: tòna meadhanach soilleir a’ chraicinn|tòna meadhanach soilleir a’ chraicinn
	🫰🏽;làmh le a colgag is òrdag ri chèile: tòna meadhanach a’ chraicinn;airgead|cnag|cridhe|daor|gaol|làmh le a colgag is òrdag ri chèile|làmh le a colgag is òrdag ri chèile: tòna meadhanach a’ chraicinn|tòna meadhanach a’ chraicinn
	🫰🏾;làmh le a colgag is òrdag ri chèile: tòna meadhanach doilleir a’ chraicinn;airgead|cnag|cridhe|daor|gaol|làmh le a colgag is òrdag ri chèile|làmh le a colgag is òrdag ri chèile: tòna meadhanach doilleir a’ chraicinn|tòna meadhanach doilleir a’ chraicinn
	🫰🏿;làmh le a colgag is òrdag ri chèile: tòna doilleir a’ chraicinn;airgead|cnag|cridhe|daor|gaol|làmh le a colgag is òrdag ri chèile|làmh le a colgag is òrdag ri chèile: tòna doilleir a’ chraicinn|tòna doilleir a’ chraicinn
🤟;gluasad “Tha gaol agam ort”;agam|gaol|gluasad “Tha gaol agam ort”|làmh|ort
	🤟🏻;gluasad “Tha gaol agam ort”: tòna soilleir a’ chraicinn;agam|gaol|gluasad “Tha gaol agam ort”|gluasad “Tha gaol agam ort”: tòna soilleir a’ chraicinn|làmh|ort|tòna soilleir a’ chraicinn
	🤟🏼;gluasad “Tha gaol agam ort”: tòna meadhanach soilleir a’ chraicinn;agam|gaol|gluasad “Tha gaol agam ort”|gluasad “Tha gaol agam ort”: tòna meadhanach soilleir a’ chraicinn|làmh|ort|tòna meadhanach soilleir a’ chraicinn
	🤟🏽;gluasad “Tha gaol agam ort”: tòna meadhanach a’ chraicinn;agam|gaol|gluasad “Tha gaol agam ort”|gluasad “Tha gaol agam ort”: tòna meadhanach a’ chraicinn|làmh|ort|tòna meadhanach a’ chraicinn
	🤟🏾;gluasad “Tha gaol agam ort”: tòna meadhanach doilleir a’ chraicinn;agam|gaol|gluasad “Tha gaol agam ort”|gluasad “Tha gaol agam ort”: tòna meadhanach doilleir a’ chraicinn|làmh|ort|tòna meadhanach doilleir a’ chraicinn
	🤟🏿;gluasad “Tha gaol agam ort”: tòna doilleir a’ chraicinn;agam|gaol|gluasad “Tha gaol agam ort”|gluasad “Tha gaol agam ort”: tòna doilleir a’ chraicinn|làmh|ort|tòna doilleir a’ chraicinn
🤘;samhla nan adharc;adharc|corrag|làmh|meur|rocamaid|samhla nan adharc
	🤘🏻;samhla nan adharc: tòna soilleir a’ chraicinn;adharc|corrag|làmh|meur|rocamaid|samhla nan adharc|samhla nan adharc: tòna soilleir a’ chraicinn|tòna soilleir a’ chraicinn
	🤘🏼;samhla nan adharc: tòna meadhanach soilleir a’ chraicinn;adharc|corrag|làmh|meur|rocamaid|samhla nan adharc|samhla nan adharc: tòna meadhanach soilleir a’ chraicinn|tòna meadhanach soilleir a’ chraicinn
	🤘🏽;samhla nan adharc: tòna meadhanach a’ chraicinn;adharc|corrag|làmh|meur|rocamaid|samhla nan adharc|samhla nan adharc: tòna meadhanach a’ chraicinn|tòna meadhanach a’ chraicinn
	🤘🏾;samhla nan adharc: tòna meadhanach doilleir a’ chraicinn;adharc|corrag|làmh|meur|rocamaid|samhla nan adharc|samhla nan adharc: tòna meadhanach doilleir a’ chraicinn|tòna meadhanach doilleir a’ chraicinn
	🤘🏿;samhla nan adharc: tòna doilleir a’ chraicinn;adharc|corrag|làmh|meur|rocamaid|samhla nan adharc|samhla nan adharc: tòna doilleir a’ chraicinn|tòna doilleir a’ chraicinn
🤙;làmh a’ comharradh “Cuir fòn thugam”;fòn|làmh|làmh a’ comharradh “Cuir fòn thugam”
	🤙🏻;làmh a’ comharradh “Cuir fòn thugam”: tòna soilleir a’ chraicinn;fòn|làmh|làmh a’ comharradh “Cuir fòn thugam”|làmh a’ comharradh “Cuir fòn thugam”: tòna soilleir a’ chraicinn|tòna soilleir a’ chraicinn
	🤙🏼;làmh a’ comharradh “Cuir fòn thugam”: tòna meadhanach soilleir a’ chraicinn;fòn|làmh|làmh a’ comharradh “Cuir fòn thugam”|làmh a’ comharradh “Cuir fòn thugam”: tòna meadhanach soilleir a’ chraicinn|tòna meadhanach soilleir a’ chraicinn
	🤙🏽;làmh a’ comharradh “Cuir fòn thugam”: tòna meadhanach a’ chraicinn;fòn|làmh|làmh a’ comharradh “Cuir fòn thugam”|làmh a’ comharradh “Cuir fòn thugam”: tòna meadhanach a’ chraicinn|tòna meadhanach a’ chraicinn
	🤙🏾;làmh a’ comharradh “Cuir fòn thugam”: tòna meadhanach doilleir a’ chraicinn;fòn|làmh|làmh a’ comharradh “Cuir fòn thugam”|làmh a’ comharradh “Cuir fòn thugam”: tòna meadhanach doilleir a’ chraicinn|tòna meadhanach doilleir a’ chraicinn
	🤙🏿;làmh a’ comharradh “Cuir fòn thugam”: tòna doilleir a’ chraicinn;fòn|làmh|làmh a’ comharradh “Cuir fòn thugam”|làmh a’ comharradh “Cuir fòn thugam”: tòna doilleir a’ chraicinn|tòna doilleir a’ chraicinn
👈;druim na làimhe, colgag a’ tomhadh clì;colgag|colgag a’ tomhadh clì|corrag|druim na làimhe|druim na làimhe, colgag a’ tomhadh clì|làmh|meur|tomhadh
	👈🏻;druim na làimhe, colgag a’ tomhadh clì: tòna soilleir a’ chraicinn;colgag|colgag a’ tomhadh clì|corrag|druim na làimhe|druim na làimhe, colgag a’ tomhadh clì|druim na làimhe, colgag a’ tomhadh clì: tòna soilleir a’ chraicinn|làmh|meur|tomhadh|tòna soilleir a’ chraicinn
	👈🏼;druim na làimhe, colgag a’ tomhadh clì: tòna meadhanach soilleir a’ chraicinn;colgag|colgag a’ tomhadh clì|corrag|druim na làimhe|druim na làimhe, colgag a’ tomhadh clì|druim na làimhe, colgag a’ tomhadh clì: tòna meadhanach soilleir a’ chraicinn|làmh|meur|tomhadh|tòna meadhanach soilleir a’ chraicinn
	👈🏽;druim na làimhe, colgag a’ tomhadh clì: tòna meadhanach a’ chraicinn;colgag|colgag a’ tomhadh clì|corrag|druim na làimhe|druim na làimhe, colgag a’ tomhadh clì|druim na làimhe, colgag a’ tomhadh clì: tòna meadhanach a’ chraicinn|làmh|meur|tomhadh|tòna meadhanach a’ chraicinn
	👈🏾;druim na làimhe, colgag a’ tomhadh clì: tòna meadhanach doilleir a’ chraicinn;colgag|colgag a’ tomhadh clì|corrag|druim na làimhe|druim na làimhe, colgag a’ tomhadh clì|druim na làimhe, colgag a’ tomhadh clì: tòna meadhanach doilleir a’ chraicinn|làmh|meur|tomhadh|tòna meadhanach doilleir a’ chraicinn
	👈🏿;druim na làimhe, colgag a’ tomhadh clì: tòna doilleir a’ chraicinn;colgag|colgag a’ tomhadh clì|corrag|druim na làimhe|druim na làimhe, colgag a’ tomhadh clì|druim na làimhe, colgag a’ tomhadh clì: tòna doilleir a’ chraicinn|làmh|meur|tomhadh|tòna doilleir a’ chraicinn
👉;druim na làimhe, colgag a’ tomhadh deas;colgag|colgag a’ tomhadh deas|corrag|druim na làimhe|druim na làimhe, colgag a’ tomhadh deas|làmh|meur|tomhadh
	👉🏻;druim na làimhe, colgag a’ tomhadh deas: tòna soilleir a’ chraicinn;colgag|colgag a’ tomhadh deas|corrag|druim na làimhe|druim na làimhe, colgag a’ tomhadh deas|druim na làimhe, colgag a’ tomhadh deas: tòna soilleir a’ chraicinn|làmh|meur|tomhadh|tòna soilleir a’ chraicinn
	👉🏼;druim na làimhe, colgag a’ tomhadh deas: tòna meadhanach soilleir a’ chraicinn;colgag|colgag a’ tomhadh deas|corrag|druim na làimhe|druim na làimhe, colgag a’ tomhadh deas|druim na làimhe, colgag a’ tomhadh deas: tòna meadhanach soilleir a’ chraicinn|làmh|meur|tomhadh|tòna meadhanach soilleir a’ chraicinn
	👉🏽;druim na làimhe, colgag a’ tomhadh deas: tòna meadhanach a’ chraicinn;colgag|colgag a’ tomhadh deas|corrag|druim na làimhe|druim na làimhe, colgag a’ tomhadh deas|druim na làimhe, colgag a’ tomhadh deas: tòna meadhanach a’ chraicinn|làmh|meur|tomhadh|tòna meadhanach a’ chraicinn
	👉🏾;druim na làimhe, colgag a’ tomhadh deas: tòna meadhanach doilleir a’ chraicinn;colgag|colgag a’ tomhadh deas|corrag|druim na làimhe|druim na làimhe, colgag a’ tomhadh deas|druim na làimhe, colgag a’ tomhadh deas: tòna meadhanach doilleir a’ chraicinn|làmh|meur|tomhadh|tòna meadhanach doilleir a’ chraicinn
	👉🏿;druim na làimhe, colgag a’ tomhadh deas: tòna doilleir a’ chraicinn;colgag|colgag a’ tomhadh deas|corrag|druim na làimhe|druim na làimhe, colgag a’ tomhadh deas|druim na làimhe, colgag a’ tomhadh deas: tòna doilleir a’ chraicinn|làmh|meur|tomhadh|tòna doilleir a’ chraicinn
👆;druim na làimhe, colgag a’ tomhadh suas;colgag|colgag a’ tomhadh suas|corrag|druim na làimhe|druim na làimhe, colgag a’ tomhadh suas|làmh|meur|suas|tomhadh
	👆🏻;druim na làimhe, colgag a’ tomhadh suas: tòna soilleir a’ chraicinn;colgag|colgag a’ tomhadh suas|corrag|druim na làimhe|druim na làimhe, colgag a’ tomhadh suas|druim na làimhe, colgag a’ tomhadh suas: tòna soilleir a’ chraicinn|làmh|meur|suas|tomhadh|tòna soilleir a’ chraicinn
	👆🏼;druim na làimhe, colgag a’ tomhadh suas: tòna meadhanach soilleir a’ chraicinn;colgag|colgag a’ tomhadh suas|corrag|druim na làimhe|druim na làimhe, colgag a’ tomhadh suas|druim na làimhe, colgag a’ tomhadh suas: tòna meadhanach soilleir a’ chraicinn|làmh|meur|suas|tomhadh|tòna meadhanach soilleir a’ chraicinn
	👆🏽;druim na làimhe, colgag a’ tomhadh suas: tòna meadhanach a’ chraicinn;colgag|colgag a’ tomhadh suas|corrag|druim na làimhe|druim na làimhe, colgag a’ tomhadh suas|druim na làimhe, colgag a’ tomhadh suas: tòna meadhanach a’ chraicinn|làmh|meur|suas|tomhadh|tòna meadhanach a’ chraicinn
	👆🏾;druim na làimhe, colgag a’ tomhadh suas: tòna meadhanach doilleir a’ chraicinn;colgag|colgag a’ tomhadh suas|corrag|druim na làimhe|druim na làimhe, colgag a’ tomhadh suas|druim na làimhe, colgag a’ tomhadh suas: tòna meadhanach doilleir a’ chraicinn|làmh|meur|suas|tomhadh|tòna meadhanach doilleir a’ chraicinn
	👆🏿;druim na làimhe, colgag a’ tomhadh suas: tòna doilleir a’ chraicinn;colgag|colgag a’ tomhadh suas|corrag|druim na làimhe|druim na làimhe, colgag a’ tomhadh suas|druim na làimhe, colgag a’ tomhadh suas: tòna doilleir a’ chraicinn|làmh|meur|suas|tomhadh|tòna doilleir a’ chraicinn
🖕;Fionnlagh Fada / Màiri Fhada;corrag|Fionnlagh Fada / Màiri Fhada|làmh|meur
	🖕🏻;Fionnlagh Fada / Màiri Fhada: tòna soilleir a’ chraicinn;corrag|Fionnlagh Fada / Màiri Fhada|Fionnlagh Fada / Màiri Fhada: tòna soilleir a’ chraicinn|làmh|meur|tòna soilleir a’ chraicinn
	🖕🏼;Fionnlagh Fada / Màiri Fhada: tòna meadhanach soilleir a’ chraicinn;corrag|Fionnlagh Fada / Màiri Fhada|Fionnlagh Fada / Màiri Fhada: tòna meadhanach soilleir a’ chraicinn|làmh|meur|tòna meadhanach soilleir a’ chraicinn
	🖕🏽;Fionnlagh Fada / Màiri Fhada: tòna meadhanach a’ chraicinn;corrag|Fionnlagh Fada / Màiri Fhada|Fionnlagh Fada / Màiri Fhada: tòna meadhanach a’ chraicinn|làmh|meur|tòna meadhanach a’ chraicinn
	🖕🏾;Fionnlagh Fada / Màiri Fhada: tòna meadhanach doilleir a’ chraicinn;corrag|Fionnlagh Fada / Màiri Fhada|Fionnlagh Fada / Màiri Fhada: tòna meadhanach doilleir a’ chraicinn|làmh|meur|tòna meadhanach doilleir a’ chraicinn
