# Auto-generated by emojicon.py using CLDR v44.1
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;barre egiten ari den aurpegia;aurpegi|barre egiten ari den aurpegia|irribarre
	🧑🏽‍🤝‍🧑🏾;bi pertsona elkarri eskua ematen: bitarteko azal-tonua eta 5. mota;5. mota|bi pertsona elkarri eskua ematen|bi pertsona elkarri eskua ematen: bitarteko azal-tonua eta 5. mota|bikotea|bitarteko azal-tonua|elkarri eskua ematen|eman|eskua|pertsona
	🧑🏽‍🤝‍🧑🏿;bi pertsona elkarri eskua ematen: bitarteko azal-tonua eta 6. mota;6. mota|bi pertsona elkarri eskua ematen|bi pertsona elkarri eskua ematen: bitarteko azal-tonua eta 6. mota|bikotea|bitarteko azal-tonua|elkarri eskua ematen|eman|eskua|pertsona
	🧑🏾‍🤝‍🧑🏻;bi pertsona elkarri eskua ematen: 5. mota eta 1–2. mota;1–2. mota|5. mota|bi pertsona elkarri eskua ematen|bi pertsona elkarri eskua ematen: 5. mota eta 1–2. mota|bikotea|elkarri eskua ematen|eman|eskua|pertsona
	🧑🏾‍🤝‍🧑🏼;bi pertsona elkarri eskua ematen: 5. mota eta 3. mota;3. mota|5. mota|bi pertsona elkarri eskua ematen|bi pertsona elkarri eskua ematen: 5. mota eta 3. mota|bikotea|elkarri eskua ematen|eman|eskua|pertsona
	🧑🏾‍🤝‍🧑🏽;bi pertsona elkarri eskua ematen: 5. mota eta bitarteko azal-tonua;5. mota|bi pertsona elkarri eskua ematen|bi pertsona elkarri eskua ematen: 5. mota eta bitarteko azal-tonua|bikotea|bitarteko azal-tonua|elkarri eskua ematen|eman|eskua|pertsona
	🧑🏾‍🤝‍🧑🏾;bi pertsona elkarri eskua ematen: 5. mota;5. mota|bi pertsona elkarri eskua ematen|bi pertsona elkarri eskua ematen: 5. mota|bikotea|elkarri eskua ematen|eman|eskua|pertsona
	🧑🏾‍🤝‍🧑🏿;bi pertsona elkarri eskua ematen: 5. mota eta 6. mota;5. mota|6. mota|bi pertsona elkarri eskua ematen|bi pertsona elkarri eskua ematen: 5. mota eta 6. mota|bikotea|elkarri eskua ematen|eman|eskua|pertsona
	🧑🏿‍🤝‍🧑🏻;bi pertsona elkarri eskua ematen: 6. mota eta 1–2. mota;1–2. mota|6. mota|bi pertsona elkarri eskua ematen|bi pertsona elkarri eskua ematen: 6. mota eta 1–2. mota|bikotea|elkarri eskua ematen|eman|eskua|pertsona
	🧑🏿‍🤝‍🧑🏼;bi pertsona elkarri eskua ematen: 6. mota eta 3. mota;3. mota|6. mota|bi pertsona elkarri eskua ematen|bi pertsona elkarri eskua ematen: 6. mota eta 3. mota|bikotea|elkarri eskua ematen|eman|eskua|pertsona
	🧑🏿‍🤝‍🧑🏽;bi pertsona elkarri eskua ematen: 6. mota eta bitarteko azal-tonua;6. mota|bi pertsona elkarri eskua ematen|bi pertsona elkarri eskua ematen: 6. mota eta bitarteko azal-tonua|bikotea|bitarteko azal-tonua|elkarri eskua ematen|eman|eskua|pertsona
	🧑🏿‍🤝‍🧑🏾;bi pertsona elkarri eskua ematen: 6. mota eta 5. mota;5. mota|6. mota|bi pertsona elkarri eskua ematen|bi pertsona elkarri eskua ematen: 6. mota eta 5. mota|bikotea|elkarri eskua ematen|eman|eskua|pertsona
	🧑🏿‍🤝‍🧑🏿;bi pertsona elkarri eskua ematen: 6. mota;6. mota|bi pertsona elkarri eskua ematen|bi pertsona elkarri eskua ematen: 6. mota|bikotea|elkarri eskua ematen|eman|eskua|pertsona
👭;bi emakume elkarri eskua ematen;bi emakume elkarri eskua ematen|bikotea|emakume|eman|eskua
	👭🏻;bi emakume elkarri eskua ematen: 1–2. mota;1–2. mota|bi emakume elkarri eskua ematen|bi emakume elkarri eskua ematen: 1–2. mota|bikotea|emakume|eman|eskua
	👩🏻‍🤝‍👩🏼;bi emakume elkarri eskua ematen: 1–2. mota eta 3. mota;1–2. mota|3. mota|bi emakume elkarri eskua ematen|bi emakume elkarri eskua ematen: 1–2. mota eta 3. mota|bikotea|emakume|eman|eskua
	👩🏻‍🤝‍👩🏽;bi emakume elkarri eskua ematen: 1–2. mota eta bitarteko azal-tonua;1–2. mota|bi emakume elkarri eskua ematen|bi emakume elkarri eskua ematen: 1–2. mota eta bitarteko azal-tonua|bikotea|bitarteko azal-tonua|emakume|eman|eskua
	👩🏻‍🤝‍👩🏾;bi emakume elkarri eskua ematen: 1–2. mota eta 5. mota;1–2. mota|5. mota|bi emakume elkarri eskua ematen|bi emakume elkarri eskua ematen: 1–2. mota eta 5. mota|bikotea|emakume|eman|eskua
	👩🏻‍🤝‍👩🏿;bi emakume elkarri eskua ematen: 1–2. mota eta 6. mota;1–2. mota|6. mota|bi emakume elkarri eskua ematen|bi emakume elkarri eskua ematen: 1–2. mota eta 6. mota|bikotea|emakume|eman|eskua
	👩🏼‍🤝‍👩🏻;bi emakume elkarri eskua ematen: 3. mota eta 1–2. mota;1–2. mota|3. mota|bi emakume elkarri eskua ematen|bi emakume elkarri eskua ematen: 3. mota eta 1–2. mota|bikotea|emakume|eman|eskua
	👭🏼;bi emakume elkarri eskua ematen: 3. mota;3. mota|bi emakume elkarri eskua ematen|bi emakume elkarri eskua ematen: 3. mota|bikotea|emakume|eman|eskua
	👩🏼‍🤝‍👩🏽;bi emakume elkarri eskua ematen: 3. mota eta bitarteko azal-tonua;3. mota|bi emakume elkarri eskua ematen|bi emakume elkarri eskua ematen: 3. mota eta bitarteko azal-tonua|bikotea|bitarteko azal-tonua|emakume|eman|eskua
	👩🏼‍🤝‍👩🏾;bi emakume elkarri eskua ematen: 3. mota eta 5. mota;3. mota|5. mota|bi emakume elkarri eskua ematen|bi emakume elkarri eskua ematen: 3. mota eta 5. mota|bikotea|emakume|eman|eskua
	👩🏼‍🤝‍👩🏿;bi emakume elkarri eskua ematen: 3. mota eta 6. mota;3. mota|6. mota|bi emakume elkarri eskua ematen|bi emakume elkarri eskua ematen: 3. mota eta 6. mota|bikotea|emakume|eman|eskua
	👩🏽‍🤝‍👩🏻;bi emakume elkarri eskua ematen: bitarteko azal-tonua eta 1–2. mota;1–2. mota|bi emakume elkarri eskua ematen|bi emakume elkarri eskua ematen: bitarteko azal-tonua eta 1–2. mota|bikotea|bitarteko azal-tonua|emakume|eman|eskua
	👩🏽‍🤝‍👩🏼;bi emakume elkarri eskua ematen: bitarteko azal-tonua eta 3. mota;3. mota|bi emakume elkarri eskua ematen|bi emakume elkarri eskua ematen: bitarteko azal-tonua eta 3. mota|bikotea|bitarteko azal-tonua|emakume|eman|eskua
	👭🏽;bi emakume elkarri eskua ematen: bitarteko azal-tonua;bi emakume elkarri eskua ematen|bi emakume elkarri eskua ematen: bitarteko azal-tonua|bikotea|bitarteko azal-tonua|emakume|eman|eskua
	👩🏽‍🤝‍👩🏾;bi emakume elkarri eskua ematen: bitarteko azal-tonua eta 5. mota;5. mota|bi emakume elkarri eskua ematen|bi emakume elkarri eskua ematen: bitarteko azal-tonua eta 5. mota|bikotea|bitarteko azal-tonua|emakume|eman|eskua
	👩🏽‍🤝‍👩🏿;bi emakume elkarri eskua ematen: bitarteko azal-tonua eta 6. mota;6. mota|bi emakume elkarri eskua ematen|bi emakume elkarri eskua ematen: bitarteko azal-tonua eta 6. mota|bikotea|bitarteko azal-tonua|emakume|eman|eskua
	👩🏾‍🤝‍👩🏻;bi emakume elkarri eskua ematen: 5. mota eta 1–2. mota;1–2. mota|5. mota|bi emakume elkarri eskua ematen|bi emakume elkarri eskua ematen: 5. mota eta 1–2. mota|bikotea|emakume|eman|eskua
	👩🏾‍🤝‍👩🏼;bi emakume elkarri eskua ematen: 5. mota eta 3. mota;3. mota|5. mota|bi emakume elkarri eskua ematen|bi emakume elkarri eskua ematen: 5. mota eta 3. mota|bikotea|emakume|eman|eskua
	👩🏾‍🤝‍👩🏽;bi emakume elkarri eskua ematen: 5. mota eta bitarteko azal-tonua;5. mota|bi emakume elkarri eskua ematen|bi emakume elkarri eskua ematen: 5. mota eta bitarteko azal-tonua|bikotea|bitarteko azal-tonua|emakume|eman|eskua
	👭🏾;bi emakume elkarri eskua ematen: 5. mota;5. mota|bi emakume elkarri eskua ematen|bi emakume elkarri eskua ematen: 5. mota|bikotea|emakume|eman|eskua
	👩🏾‍🤝‍👩🏿;bi emakume elkarri eskua ematen: 5. mota eta 6. mota;5. mota|6. mota|bi emakume elkarri eskua ematen|bi emakume elkarri eskua ematen: 5. mota eta 6. mota|bikotea|emakume|eman|eskua
	👩🏿‍🤝‍👩🏻;bi emakume elkarri eskua ematen: 6. mota eta 1–2. mota;1–2. mota|6. mota|bi emakume elkarri eskua ematen|bi emakume elkarri eskua ematen: 6. mota eta 1–2. mota|bikotea|emakume|eman|eskua
	👩🏿‍🤝‍👩🏼;bi emakume elkarri eskua ematen: 6. mota eta 3. mota;3. mota|6. mota|bi emakume elkarri eskua ematen|bi emakume elkarri eskua ematen: 6. mota eta 3. mota|bikotea|emakume|eman|eskua
	👩🏿‍🤝‍👩🏽;bi emakume elkarri eskua ematen: 6. mota eta bitarteko azal-tonua;6. mota|bi emakume elkarri eskua ematen|bi emakume elkarri eskua ematen: 6. mota eta bitarteko azal-tonua|bikotea|bitarteko azal-tonua|emakume|eman|eskua
	👩🏿‍🤝‍👩🏾;bi emakume elkarri eskua ematen: 6. mota eta 5. mota;5. mota|6. mota|bi emakume elkarri eskua ematen|bi emakume elkarri eskua ematen: 6. mota eta 5. mota|bikotea|emakume|eman|eskua
	👭🏿;bi emakume elkarri eskua ematen: 6. mota;6. mota|bi emakume elkarri eskua ematen|bi emakume elkarri eskua ematen: 6. mota|bikotea|emakume|eman|eskua
👫;gizon-emakumeak elkarri eskua ematen;bikotea|elkarri eskua ematen|emakumea|eman|eskua|gizon-emakumeak elkarri eskua ematen|gizona
	👫🏻;gizon-emakumeak elkarri eskua ematen: 1–2. mota;1–2. mota|bikotea|elkarri eskua ematen|emakumea|eman|eskua|gizon-emakumeak elkarri eskua ematen|gizon-emakumeak elkarri eskua ematen: 1–2. mota|gizona
	👩🏻‍🤝‍👨🏼;gizon-emakumeak elkarri eskua ematen: 1–2. mota eta 3. mota;1–2. mota|3. mota|bikotea|elkarri eskua ematen|emakumea|eman|eskua|gizon-emakumeak elkarri eskua ematen|gizon-emakumeak elkarri eskua ematen: 1–2. mota eta 3. mota|gizona
	👩🏻‍🤝‍👨🏽;gizon-emakumeak elkarri eskua ematen: 1–2. mota eta bitarteko azal-tonua;1–2. mota|bikotea|bitarteko azal-tonua|elkarri eskua ematen|emakumea|eman|eskua|gizon-emakumeak elkarri eskua ematen|gizon-emakumeak elkarri eskua ematen: 1–2. mota eta bitarteko azal-tonua|gizona
	👩🏻‍🤝‍👨🏾;gizon-emakumeak elkarri eskua ematen: 1–2. mota eta 5. mota;1–2. mota|5. mota|bikotea|elkarri eskua ematen|emakumea|eman|eskua|gizon-emakumeak elkarri eskua ematen|gizon-emakumeak elkarri eskua ematen: 1–2. mota eta 5. mota|gizona
	👩🏻‍🤝‍👨🏿;gizon-emakumeak elkarri eskua ematen: 1–2. mota eta 6. mota;1–2. mota|6. mota|bikotea|elkarri eskua ematen|emakumea|eman|eskua|gizon-emakumeak elkarri eskua ematen|gizon-emakumeak elkarri eskua ematen: 1–2. mota eta 6. mota|gizona
	👩🏼‍🤝‍👨🏻;gizon-emakumeak elkarri eskua ematen: 3. mota eta 1–2. mota;1–2. mota|3. mota|bikotea|elkarri eskua ematen|emakumea|eman|eskua|gizon-emakumeak elkarri eskua ematen|gizon-emakumeak elkarri eskua ematen: 3. mota eta 1–2. mota|gizona
	👫🏼;gizon-emakumeak elkarri eskua ematen: 3. mota;3. mota|bikotea|elkarri eskua ematen|emakumea|eman|eskua|gizon-emakumeak elkarri eskua ematen|gizon-emakumeak elkarri eskua ematen: 3. mota|gizona
	👩🏼‍🤝‍👨🏽;gizon-emakumeak elkarri eskua ematen: 3. mota eta bitarteko azal-tonua;3. mota|bikotea|bitarteko azal-tonua|elkarri eskua ematen|emakumea|eman|eskua|gizon-emakumeak elkarri eskua ematen|gizon-emakumeak elkarri eskua ematen: 3. mota eta bitarteko azal-tonua|gizona
	👩🏼‍🤝‍👨🏾;gizon-emakumeak elkarri eskua ematen: 3. mota eta 5. mota;3. mota|5. mota|bikotea|elkarri eskua ematen|emakumea|eman|eskua|gizon-emakumeak elkarri eskua ematen|gizon-emakumeak elkarri eskua ematen: 3. mota eta 5. mota|gizona
	👩🏼‍🤝‍👨🏿;gizon-emakumeak elkarri eskua ematen: 3. mota eta 6. mota;3. mota|6. mota|bikotea|elkarri eskua ematen|emakumea|eman|eskua|gizon-emakumeak elkarri eskua ematen|gizon-emakumeak elkarri eskua ematen: 3. mota eta 6. mota|gizona
	👩🏽‍🤝‍👨🏻;gizon-emakumeak elkarri eskua ematen: bitarteko azal-tonua eta 1–2. mota;1–2. mota|bikotea|bitarteko azal-tonua|elkarri eskua ematen|emakumea|eman|eskua|gizon-emakumeak elkarri eskua ematen|gizon-emakumeak elkarri eskua ematen: bitarteko azal-tonua eta 1–2. mota|gizona
	👩🏽‍🤝‍👨🏼;gizon-emakumeak elkarri eskua ematen: bitarteko azal-tonua eta 3. mota;3. mota|bikotea|bitarteko azal-tonua|elkarri eskua ematen|emakumea|eman|eskua|gizon-emakumeak elkarri eskua ematen|gizon-emakumeak elkarri eskua ematen: bitarteko azal-tonua eta 3. mota|gizona
	👫🏽;gizon-emakumeak elkarri eskua ematen: bitarteko azal-tonua;bikotea|bitarteko azal-tonua|elkarri eskua ematen|emakumea|eman|eskua|gizon-emakumeak elkarri eskua ematen|gizon-emakumeak elkarri eskua ematen: bitarteko azal-tonua|gizona
	👩🏽‍🤝‍👨🏾;gizon-emakumeak elkarri eskua ematen: bitarteko azal-tonua eta 5. mota;5. mota|bikotea|bitarteko azal-tonua|elkarri eskua ematen|emakumea|eman|eskua|gizon-emakumeak elkarri eskua ematen|gizon-emakumeak elkarri eskua ematen: bitarteko azal-tonua eta 5. mota|gizona
	👩🏽‍🤝‍👨🏿;gizon-emakumeak elkarri eskua ematen: bitarteko azal-tonua eta 6. mota;6. mota|bikotea|bitarteko azal-tonua|elkarri eskua ematen|emakumea|eman|eskua|gizon-emakumeak elkarri eskua ematen|gizon-emakumeak elkarri eskua ematen: bitarteko azal-tonua eta 6. mota|gizona
	👩🏾‍🤝‍👨🏻;gizon-emakumeak elkarri eskua ematen: 5. mota eta 1–2. mota;1–2. mota|5. mota|bikotea|elkarri eskua ematen|emakumea|eman|eskua|gizon-emakumeak elkarri eskua ematen|gizon-emakumeak elkarri eskua ematen: 5. mota eta 1–2. mota|gizona
	👩🏾‍🤝‍👨🏼;gizon-emakumeak elkarri eskua ematen: 5. mota eta 3. mota;3. mota|5. mota|bikotea|elkarri eskua ematen|emakumea|eman|eskua|gizon-emakumeak elkarri eskua ematen|gizon-emakumeak elkarri eskua ematen: 5. mota eta 3. mota|gizona
	👩🏾‍🤝‍👨🏽;gizon-emakumeak elkarri eskua ematen: 5. mota eta bitarteko azal-tonua;5. mota|bikotea|bitarteko azal-tonua|elkarri eskua ematen|emakumea|eman|eskua|gizon-emakumeak elkarri eskua ematen|gizon-emakumeak elkarri eskua ematen: 5. mota eta bitarteko azal-tonua|gizona
	👫🏾;gizon-emakumeak elkarri eskua ematen: 5. mota;5. mota|bikotea|elkarri eskua ematen|emakumea|eman|eskua|gizon-emakumeak elkarri eskua ematen|gizon-emakumeak elkarri eskua ematen: 5. mota|gizona
	👩🏾‍🤝‍👨🏿;gizon-emakumeak elkarri eskua ematen: 5. mota eta 6. mota;5. mota|6. mota|bikotea|elkarri eskua ematen|emakumea|eman|eskua|gizon-emakumeak elkarri eskua ematen|gizon-emakumeak elkarri eskua ematen: 5. mota eta 6. mota|gizona
	👩🏿‍🤝‍👨🏻;gizon-emakumeak elkarri eskua ematen: 6. mota eta 1–2. mota;1–2. mota|6. mota|bikotea|elkarri eskua ematen|emakumea|eman|eskua|gizon-emakumeak elkarri eskua ematen|gizon-emakumeak elkarri eskua ematen: 6. mota eta 1–2. mota|gizona
	👩🏿‍🤝‍👨🏼;gizon-emakumeak elkarri eskua ematen: 6. mota eta 3. mota;3. mota|6. mota|bikotea|elkarri eskua ematen|emakumea|eman|eskua|gizon-emakumeak elkarri eskua ematen|gizon-emakumeak elkarri eskua ematen: 6. mota eta 3. mota|gizona
	👩🏿‍🤝‍👨🏽;gizon-emakumeak elkarri eskua ematen: 6. mota eta bitarteko azal-tonua;6. mota|bikotea|bitarteko azal-tonua|elkarri eskua ematen|emakumea|eman|eskua|gizon-emakumeak elkarri eskua ematen|gizon-emakumeak elkarri eskua ematen: 6. mota eta bitarteko azal-tonua|gizona
	👩🏿‍🤝‍👨🏾;gizon-emakumeak elkarri eskua ematen: 6. mota eta 5. mota;5. mota|6. mota|bikotea|elkarri eskua ematen|emakumea|eman|eskua|gizon-emakumeak elkarri eskua ematen|gizon-emakumeak elkarri eskua ematen: 6. mota eta 5. mota|gizona
	👫🏿;gizon-emakumeak elkarri eskua ematen: 6. mota;6. mota|bikotea|elkarri eskua ematen|emakumea|eman|eskua|gizon-emakumeak elkarri eskua ematen|gizon-emakumeak elkarri eskua ematen: 6. mota|gizona
👬;bi gizon elkarri eskua ematen;bi gizon elkarri eskua ematen|bikiak|bikotea|elkarri eskua ematen|gemini|gizona|zodiakoa
	👬🏻;bi gizon elkarri eskua ematen: 1–2. mota;1–2. mota|bi gizon elkarri eskua ematen|bi gizon elkarri eskua ematen: 1–2. mota|bikiak|bikotea|elkarri eskua ematen|gemini|gizona|zodiakoa
	👨🏻‍🤝‍👨🏼;bi gizon elkarri eskua ematen: 1–2. mota eta 3. mota;1–2. mota|3. mota|bi gizon elkarri eskua ematen|bi gizon elkarri eskua ematen: 1–2. mota eta 3. mota|bikiak|bikotea|elkarri eskua ematen|gemini|gizona|zodiakoa
	👨🏻‍🤝‍👨🏽;bi gizon elkarri eskua ematen: 1–2. mota eta bitarteko azal-tonua;1–2. mota|bi gizon elkarri eskua ematen|bi gizon elkarri eskua ematen: 1–2. mota eta bitarteko azal-tonua|bikiak|bikotea|bitarteko azal-tonua|elkarri eskua ematen|gemini|gizona|zodiakoa
	👨🏻‍🤝‍👨🏾;bi gizon elkarri eskua ematen: 1–2. mota eta 5. mota;1–2. mota|5. mota|bi gizon elkarri eskua ematen|bi gizon elkarri eskua ematen: 1–2. mota eta 5. mota|bikiak|bikotea|elkarri eskua ematen|gemini|gizona|zodiakoa
	👨🏻‍🤝‍👨🏿;bi gizon elkarri eskua ematen: 1–2. mota eta 6. mota;1–2. mota|6. mota|bi gizon elkarri eskua ematen|bi gizon elkarri eskua ematen: 1–2. mota eta 6. mota|bikiak|bikotea|elkarri eskua ematen|gemini|gizona|zodiakoa
	👨🏼‍🤝‍👨🏻;bi gizon elkarri eskua ematen: 3. mota eta 1–2. mota;1–2. mota|3. mota|bi gizon elkarri eskua ematen|bi gizon elkarri eskua ematen: 3. mota eta 1–2. mota|bikiak|bikotea|elkarri eskua ematen|gemini|gizona|zodiakoa
	👬🏼;bi gizon elkarri eskua ematen: 3. mota;3. mota|bi gizon elkarri eskua ematen|bi gizon elkarri eskua ematen: 3. mota|bikiak|bikotea|elkarri eskua ematen|gemini|gizona|zodiakoa
	👨🏼‍🤝‍👨🏽;bi gizon elkarri eskua ematen: 3. mota eta bitarteko azal-tonua;3. mota|bi gizon elkarri eskua ematen|bi gizon elkarri eskua ematen: 3. mota eta bitarteko azal-tonua|bikiak|bikotea|bitarteko azal-tonua|elkarri eskua ematen|gemini|gizona|zodiakoa
	👨🏼‍🤝‍👨🏾;bi gizon elkarri eskua ematen: 3. mota eta 5. mota;3. mota|5. mota|bi gizon elkarri eskua ematen|bi gizon elkarri eskua ematen: 3. mota eta 5. mota|bikiak|bikotea|elkarri eskua ematen|gemini|gizona|zodiakoa
	👨🏼‍🤝‍👨🏿;bi gizon elkarri eskua ematen: 3. mota eta 6. mota;3. mota|6. mota|bi gizon elkarri eskua ematen|bi gizon elkarri eskua ematen: 3. mota eta 6. mota|bikiak|bikotea|elkarri eskua ematen|gemini|gizona|zodiakoa
	👨🏽‍🤝‍👨🏻;bi gizon elkarri eskua ematen: bitarteko azal-tonua eta 1–2. mota;1–2. mota|bi gizon elkarri eskua ematen|bi gizon elkarri eskua ematen: bitarteko azal-tonua eta 1–2. mota|bikiak|bikotea|bitarteko azal-tonua|elkarri eskua ematen|gemini|gizona|zodiakoa
	👨🏽‍🤝‍👨🏼;bi gizon elkarri eskua ematen: bitarteko azal-tonua eta 3. mota;3. mota|bi gizon elkarri eskua ematen|bi gizon elkarri eskua ematen: bitarteko azal-tonua eta 3. mota|bikiak|bikotea|bitarteko azal-tonua|elkarri eskua ematen|gemini|gizona|zodiakoa
	👬🏽;bi gizon elkarri eskua ematen: bitarteko azal-tonua;bi gizon elkarri eskua ematen|bi gizon elkarri eskua ematen: bitarteko azal-tonua|bikiak|bikotea|bitarteko azal-tonua|elkarri eskua ematen|gemini|gizona|zodiakoa
	👨🏽‍🤝‍👨🏾;bi gizon elkarri eskua ematen: bitarteko azal-tonua eta 5. mota;5. mota|bi gizon elkarri eskua ematen|bi gizon elkarri eskua ematen: bitarteko azal-tonua eta 5. mota|bikiak|bikotea|bitarteko azal-tonua|elkarri eskua ematen|gemini|gizona|zodiakoa
	👨🏽‍🤝‍👨🏿;bi gizon elkarri eskua ematen: bitarteko azal-tonua eta 6. mota;6. mota|bi gizon elkarri eskua ematen|bi gizon elkarri eskua ematen: bitarteko azal-tonua eta 6. mota|bikiak|bikotea|bitarteko azal-tonua|elkarri eskua ematen|gemini|gizona|zodiakoa
	👨🏾‍🤝‍👨🏻;bi gizon elkarri eskua ematen: 5. mota eta 1–2. mota;1–2. mota|5. mota|bi gizon elkarri eskua ematen|bi gizon elkarri eskua ematen: 5. mota eta 1–2. mota|bikiak|bikotea|elkarri eskua ematen|gemini|gizona|zodiakoa
	👨🏾‍🤝‍👨🏼;bi gizon elkarri eskua ematen: 5. mota eta 3. mota;3. mota|5. mota|bi gizon elkarri eskua ematen|bi gizon elkarri eskua ematen: 5. mota eta 3. mota|bikiak|bikotea|elkarri eskua ematen|gemini|gizona|zodiakoa
	👨🏾‍🤝‍👨🏽;bi gizon elkarri eskua ematen: 5. mota eta bitarteko azal-tonua;5. mota|bi gizon elkarri eskua ematen|bi gizon elkarri eskua ematen: 5. mota eta bitarteko azal-tonua|bikiak|bikotea|bitarteko azal-tonua|elkarri eskua ematen|gemini|gizona|zodiakoa
	👬🏾;bi gizon elkarri eskua ematen: 5. mota;5. mota|bi gizon elkarri eskua ematen|bi gizon elkarri eskua ematen: 5. mota|bikiak|bikotea|elkarri eskua ematen|gemini|gizona|zodiakoa
	👨🏾‍🤝‍👨🏿;bi gizon elkarri eskua ematen: 5. mota eta 6. mota;5. mota|6. mota|bi gizon elkarri eskua ematen|bi gizon elkarri eskua ematen: 5. mota eta 6. mota|bikiak|bikotea|elkarri eskua ematen|gemini|gizona|zodiakoa
	👨🏿‍🤝‍👨🏻;bi gizon elkarri eskua ematen: 6. mota eta 1–2. mota;1–2. mota|6. mota|bi gizon elkarri eskua ematen|bi gizon elkarri eskua ematen: 6. mota eta 1–2. mota|bikiak|bikotea|elkarri eskua ematen|gemini|gizona|zodiakoa
	👨🏿‍🤝‍👨🏼;bi gizon elkarri eskua ematen: 6. mota eta 3. mota;3. mota|6. mota|bi gizon elkarri eskua ematen|bi gizon elkarri eskua ematen: 6. mota eta 3. mota|bikiak|bikotea|elkarri eskua ematen|gemini|gizona|zodiakoa
